,Unnamed: 0.1,level_0,index,Unnamed: 0,Unnamed: 0.2,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Developer/Publisher country
1718,1718,1718,1718,1718,1718,Grand Theft Auto: Chinatown Wars,PSP,2009.0,Action,Take-Two Interactive,0.28,0.49,0.03,0.27,1.06,90.0,77.0,7.3,146.0,Rockstar Games,M,United States of America
1719,1719,1719,1719,1719,1719,Spore Creatures,DS,2008.0,Simulation,Electronic Arts,0.66,0.3,0.0,0.1,1.06,65.0,20.0,6.5,21.0,Griptonite Games,E,United States of America
1720,1720,1720,1720,1720,1720,The Orange Box,PS3,2007.0,Shooter,Electronic Arts,0.28,0.58,0.0,0.21,1.06,89.0,21.0,8.4,188.0,Electronic Arts,M,United States of America
1721,1721,1721,1721,1721,1721,DJ Hero,X360,2009.0,Other,Activision,0.56,0.39,0.0,0.11,1.06,84.0,72.0,8,42.0,Activision,T,United States of America
1722,1722,1722,1722,1722,1722,NBA Street V3,PS2,2005.0,Sports,Electronic Arts,0.52,0.41,0.0,0.14,1.06,89.0,36.0,8.7,37.0,Electronic Arts,E,United States of America
1723,1723,1723,1723,1723,1723,Hulk,PS2,2003.0,Action,Universal Interactive,0.52,0.41,0.0,0.14,1.06,71.0,28.0,8.3,22.0,Radical Entertainment,T,Canada
1724,1724,1724,1724,1724,1724,Overwatch,XOne,2016.0,Shooter,Activision,0.63,0.33,0.0,0.1,1.06,91.0,18.0,5.6,668.0,Blizzard Entertainment,T,United States of America
1725,1725,1725,1725,1725,1725,NFL Quarterback Club 98,N64,1997.0,Sports,Acclaim Entertainment,1.01,0.05,0.0,0.01,1.06,,,5.6,4.0,Acclaim Entertainment,,United States of America
1726,1726,1726,1726,1726,1726,NFL Blitz,N64,1998.0,Sports,Midway Games,1.02,0.04,0.0,0.01,1.06,,,7.4,14.0,Midway Games,,United States of America
1727,1727,1727,1727,1727,1727,Aliens vs Predator,X360,2010.0,Shooter,Sega,0.55,0.4,0.0,0.11,1.06,64.0,64.0,7.3,247.0,Rebellion Warwick,M,United Kingdom
1728,1728,1728,1728,1728,1728,Skylanders Giants,PS3,2012.0,Action,Activision,0.36,0.49,0.0,0.2,1.06,77.0,21.0,6.3,18.0,Toys for Bob,E10+,United States of America
1729,1729,1729,1729,1729,1729,Diablo II: Lord of Destruction,PC,2001.0,Role-Playing,Vivendi Games,1.03,0.02,0.0,0.0,1.06,87.0,21.0,9.1,639.0,Blizzard Entertainment,M,United States of America
1730,1730,1730,1730,1730,1730,Endless Ocean,Wii,2007.0,Adventure,Nintendo,0.43,0.46,0.09,0.09,1.06,72.0,42.0,8.1,61.0,Arika,E,Japan
1731,1731,1731,1731,1731,1731,Spider-Man 2,GBA,2004.0,Action,Activision,0.76,0.28,0.0,0.02,1.06,65.0,12.0,7.7,6.0,Digital Eclipse,E,United States of America
1732,1732,1732,1732,1732,1732,Darksiders,X360,2010.0,Action,THQ,0.67,0.28,0.01,0.1,1.06,83.0,81.0,7.9,292.0,Vigil Games,M,United States of America
1733,1733,1733,1733,1733,1733,Mercenaries 2: World in Flames,X360,2008.0,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06,72.0,69.0,7.2,152.0,Pandemic Studios,T,United States of America
1734,1734,1734,1734,1734,1734,LEGO Marvel Super Heroes,XOne,2013.0,Action,Warner Bros. Interactive Entertainment,0.61,0.35,0.0,0.09,1.06,,,6.8,73.0,Warner Bros. Interactive Entertainment,E10+,United States of America
1735,1735,1735,1735,1735,1735,Warhawk,PS3,2007.0,Simulation,Sony Computer Entertainment,0.49,0.39,0.0,0.17,1.06,84.0,50.0,8.4,183.0,Sony Computer Entertainment,T,United States of America
1736,1736,1736,1736,1736,1736,DiRT 3,PS3,2011.0,Racing,Codemasters,0.27,0.57,0.01,0.2,1.06,87.0,52.0,7.1,122.0,Codemasters,T,United Kingdom
1737,1737,1737,1737,1737,1737,Sega Superstars Tennis,Wii,2008.0,Sports,Sega,0.28,0.65,0.0,0.13,1.05,71.0,24.0,7,16.0,Sumo Digital,E10+,United Kingdom
1738,1738,1738,1738,1738,1738,DiRT,PS3,2007.0,Racing,Codemasters,0.16,0.66,0.0,0.23,1.05,83.0,32.0,8,32.0,Codemasters,E,United Kingdom
1739,1739,1739,1739,1739,1739,Call of Duty 4: Modern Warfare,DS,2007.0,Shooter,Activision,0.95,0.01,0.01,0.08,1.05,75.0,22.0,6.9,36.0,n-Space,T,United States of America
1740,1740,1740,1740,1740,1740,Resident Evil: The Darkside Chronicles,Wii,2009.0,Action,Capcom,0.46,0.31,0.2,0.09,1.05,75.0,55.0,8,60.0,Cavia,M,Japan
1741,1741,1741,1741,1741,1741,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006.0,Shooter,Sony Computer Entertainment,0.81,0.11,0.0,0.13,1.05,81.0,31.0,9,36.0,Zipper Interactive,T,United States of America
1742,1742,1742,1742,1742,1742,Defender,2600,1980.0,Other,Atari,0.99,0.05,0.0,0.01,1.05,,,5.8,25.0,Atari,,United States of America
1743,1743,1743,1743,1743,1743,Arc the Lad II,PS,1996.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.92,0.13,1.05,,,7.6,3.0,Sony Computer Entertainment,,United States of America
1744,1744,1744,1744,1744,1744,Adventure Island,NES,1986.0,Platform,Hudson Soft,0.0,0.0,1.05,0.0,1.05,,,6.2,8.0,Hudson Soft,,Japan
1745,1745,1745,1745,1745,1745,NBA 2K3,PS2,2002.0,Sports,Sega,0.51,0.4,0.0,0.13,1.05,89.0,21.0,8,22.0,Visual Concepts,E,United States of America
1746,1746,1746,1746,1746,1746,LEGO The Lord of the Rings,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.37,0.49,0.0,0.19,1.05,82.0,16.0,8.3,85.0,Warner Bros. Interactive Entertainment,E10+,United States of America
1747,1747,1747,1747,1747,1747,The Simpsons: Road Rage,XB,2001.0,Racing,Electronic Arts,0.78,0.26,0.0,0.01,1.05,61.0,17.0,8.3,6.0,Electronic Arts,T,United States of America
1748,1748,1748,1748,1748,1748,Dave Mirra Freestyle BMX,PS,2000.0,Sports,Acclaim Entertainment,0.91,0.11,0.0,0.03,1.05,82.0,14.0,8.4,5.0,Acclaim Entertainment,E,United States of America
1749,1749,1749,1749,1749,1749,EA Sports UFC,PS4,2014.0,Sports,Electronic Arts,0.46,0.41,0.01,0.17,1.05,70.0,57.0,6.1,279.0,EA Sports,T,United States of America
1750,1750,1750,1750,1750,1750,Forza Motorsport,XB,2005.0,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,1.05,92.0,73.0,7.6,213.0,Microsoft Games Studio,E,United States of America
1751,1751,1751,1751,1751,1751,Virtua Tennis 3,PS3,2007.0,Sports,Sega,0.23,0.58,0.03,0.21,1.05,80.0,35.0,7.9,32.0,Sega AM3,E,Japan
1752,1752,1752,1752,1752,1752,Monster Rancher 2,PS,1998.0,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,0.07,1.05,83.0,6.0,7.6,12.0,Tecmo,E,Japan
1753,1753,1753,1753,1753,1753,MVP Baseball 2003,PS2,2003.0,Sports,Electronic Arts,0.51,0.4,0.0,0.13,1.04,81.0,22.0,8.9,17.0,EA Sports,E,United States of America
1754,1754,1754,1754,1754,1754,Imagine: Animal Doctor,DS,2007.0,Simulation,Ubisoft,0.45,0.48,0.0,0.11,1.04,,,7.4,5.0,Ubisoft,E,France
1755,1755,1755,1755,1755,1755,Legacy of Kain: Soul Reaver,PS,,Action,Eidos Interactive,0.58,0.4,0.0,0.07,1.04,91.0,17.0,9,132.0,Crystal Dynamics,T,United States of America
1756,1756,1756,1756,1756,1756,WWE SmackDown vs. Raw 2010,X360,2009.0,Fighting,THQ,0.56,0.37,0.01,0.1,1.04,80.0,59.0,8.4,36.0,Yuke's,T,Japan
1757,1757,1757,1757,1757,1757,Sleeping Dogs,PS3,2012.0,Action,Square Enix,0.31,0.49,0.05,0.19,1.04,83.0,40.0,7.7,645.0,United Front Games,M,Canada
1758,1758,1758,1758,1758,1758,ATV: Quad Power Racing,PS,2000.0,Racing,Acclaim Entertainment,0.58,0.39,0.0,0.07,1.04,42.0,9.0,tbd,,Climax Studios,E,United Kingdom
1759,1759,1759,1759,1759,1759,Naruto: Clash of Ninja 2,GC,2003.0,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,74.0,22.0,8.9,39.0,Nintendo,T,Japan
1760,1760,1760,1760,1760,1760,Dance Dance Revolution SuperNOVA,PS2,2006.0,Simulation,Konami Digital Entertainment,0.87,0.03,0.0,0.14,1.04,73.0,25.0,8.7,6.0,Konami,E10+,Japan
1761,1761,1761,1761,1761,1761,Aliens vs Predator,PS3,2010.0,Shooter,Sega,0.41,0.46,0.0,0.18,1.04,65.0,57.0,7.3,168.0,Rebellion Warwick,M,United Kingdom
1762,1762,1762,1762,1762,1762,Bomberman 64,N64,1997.0,Puzzle,Hudson Soft,0.5,0.2,0.31,0.03,1.04,,,6.4,68.0,Hudson Soft,,Japan
1763,1763,1763,1763,1763,1763,Jeremy McGrath Supercross 98,PS,1998.0,Racing,Acclaim Entertainment,0.91,0.1,0.0,0.03,1.04,,,5.8,0.0,Acclaim Entertainment,,United States of America
1764,1764,1764,1764,1764,1764,F-Zero: Maximum Velocity,GBA,2001.0,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,86.0,19.0,8.5,22.0,NDcube,E,Japan
1765,1765,1765,1765,1765,1765,Sonic the Hedgehog,X360,2006.0,Platform,Sega,0.44,0.48,0.0,0.11,1.04,46.0,38.0,4.4,455.0,Sega,E10+,United States of America
1766,1766,1766,1766,1766,1766,Sonic & Sega All-Stars Racing,DS,2010.0,Racing,Sega,0.43,0.5,0.0,0.11,1.04,,,6.2,22.0,Sega,,United States of America
1767,1767,1767,1767,1767,1767,Need for Speed: Most Wanted,XB,2005.0,Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,83.0,32.0,8.8,29.0,Electronic Arts,T,United States of America
1768,1768,1768,1768,1768,1768,The Simpsons Game,X360,2007.0,Action,Electronic Arts,0.54,0.39,0.0,0.11,1.03,71.0,52.0,7.7,71.0,Electronic Arts,T,United States of America
1769,1769,1769,1769,1769,1769,F1 2012,PS3,2012.0,Racing,Codemasters,0.12,0.63,0.05,0.23,1.03,81.0,23.0,7.5,54.0,Codemasters,E,United Kingdom
1770,1770,1770,1770,1770,1770,Brink,X360,2011.0,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.03,68.0,85.0,5.8,404.0,Splash Damage,T,United Kingdom
1771,1771,1771,1771,1771,1771,MX vs. ATV Unleashed,PS2,2005.0,Racing,THQ,0.86,0.03,0.0,0.14,1.03,79.0,30.0,8.4,17.0,Rainbow Studios,E,United States of America
1772,1772,1772,1772,1772,1772,WipEout Pure,PSP,2005.0,Racing,Sony Computer Entertainment,0.47,0.34,0.0,0.23,1.03,88.0,56.0,7.9,102.0,Sony Computer Entertainment,E,United States of America
1773,1773,1773,1773,1773,1773,UFC Undisputed 3,PS3,2012.0,Action,THQ,0.55,0.32,0.03,0.13,1.03,86.0,30.0,7.4,92.0,Yuke's,T,Japan
1774,1774,1774,1774,1774,1774,LEGO Pirates of the Caribbean: The Video Game,X360,2011.0,Action,Disney Interactive Studios,0.54,0.39,0.0,0.09,1.03,73.0,54.0,7,31.0,Traveller's Tales,E10+,United Kingdom
1775,1775,1775,1775,1775,1775,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007.0,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03,84.0,29.0,8.1,41.0,Red Storm Entertainment,T,United States of America
1776,1776,1776,1776,1776,1776,Super Princess Peach,DS,2005.0,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03,75.0,48.0,7.6,33.0,Nintendo,E,Japan
1777,1777,1777,1777,1777,1777,Guinness World Records: The Videogame,Wii,2008.0,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,0.11,1.03,67.0,12.0,7,8.0,Warner Bros. Interactive Entertainment,E10+,United States of America
1778,1778,1778,1778,1778,1778,NCAA March Madness 2004,PS2,2003.0,Sports,Electronic Arts,0.5,0.39,0.0,0.13,1.03,82.0,16.0,8.8,12.0,Electronic Arts,E,United States of America
1779,1779,1779,1779,1779,1779,Donkey Kong Land III,GB,,Platform,Nintendo,0.68,0.31,0.0,0.04,1.03,,,6.2,26.0,Nintendo,,Japan
1780,1780,1780,1780,1780,1780,Bomberman,NES,1985.0,Puzzle,Hudson Soft,0.18,0.0,0.85,0.0,1.03,,,5.6,60.0,Hudson Soft,,Japan
1781,1781,1781,1781,1781,1781,The Legend of Zelda: Twilight Princess HD,WiiU,2016.0,Action,Nintendo,0.56,0.3,0.08,0.09,1.03,86.0,74.0,8.4,329.0,Nintendo,T,Japan
1782,1782,1782,1782,1782,1782,LEGO Indiana Jones: The Original Adventures,PS3,2008.0,Action,Activision,0.44,0.42,0.0,0.17,1.03,77.0,36.0,7.7,30.0,Traveller's Tales,E10+,United Kingdom
1783,1783,1783,1783,1783,1783,Tomb Raider,PC,1996.0,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.03,86.0,18.0,8.5,3552.0,Crystal Dynamics,M,United States of America
1784,1784,1784,1784,1784,1784,Street Fighter Alpha 3,PS,1998.0,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02,1.03,93.0,12.0,8.5,46.0,Capcom,T,Japan
1785,1785,1785,1785,1785,1785,MySims Agents,Wii,2009.0,Adventure,Electronic Arts,0.61,0.32,0.0,0.1,1.03,78.0,28.0,8.6,28.0,Electronic Arts,E,United States of America
1786,1786,1786,1786,1786,1786,MotorStorm: Arctic Edge,PSP,2009.0,Racing,Sony Computer Entertainment,0.16,0.57,0.0,0.29,1.02,79.0,58.0,8.8,39.0,Sony Computer Entertainment,T,United States of America
1787,1787,1787,1787,1787,1787,FIFA Soccer 08,Wii,2007.0,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02,65.0,13.0,6.1,26.0,Electronic Arts,E,United States of America
1788,1788,1788,1788,1788,1788,ZhuZhu Pets,DS,2010.0,Simulation,Activision,0.67,0.26,0.0,0.09,1.02,,,tbd,,Activision,E,United States of America
1789,1789,1789,1789,1789,1789,Tiger Woods PGA Tour 08,Wii,2007.0,Sports,Electronic Arts,0.93,0.01,0.0,0.08,1.02,72.0,24.0,7,22.0,Electronic Arts,E,United States of America
1790,1790,1790,1790,1790,1790,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007.0,Fighting,Atari,0.32,0.36,0.26,0.09,1.02,72.0,27.0,8.4,61.0,Namco Bandai,T,Japan
1791,1791,1791,1791,1791,1791,Shrek 2,GC,2004.0,Platform,Activision,0.73,0.26,0.01,0.03,1.02,70.0,25.0,6.4,14.0,Luxoflux,E,United States of America
1792,1792,1792,1792,1792,1792,NBA 2K17,XOne,2016.0,Sports,Take-Two Interactive,0.86,0.06,0.0,0.11,1.02,90.0,17.0,6.2,91.0,Visual Concepts,E,United States of America
1793,1793,1793,1793,1793,1793,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007.0,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,86.0,58.0,8.1,89.0,Red Storm Entertainment,T,United States of America
1794,1794,1794,1794,1794,1794,Sonic Unleashed,PS3,2008.0,Platform,Sega,0.56,0.32,0.01,0.14,1.02,54.0,24.0,7.9,130.0,Sega,E10+,United States of America
1795,1795,1795,1795,1795,1795,Final Fight 2,SNES,1993.0,Action,Capcom,0.39,0.12,0.49,0.02,1.02,,,6.4,65.0,Capcom,,Japan
1796,1796,1796,1796,1796,1796,The Lost World: Jurassic Park,PS,1997.0,Action,Electronic Arts,0.57,0.39,0.0,0.07,1.02,,,5.6,9.0,Electronic Arts,,United States of America
1797,1797,1797,1797,1797,1797,Disney Universe,Wii,2011.0,Action,Disney Interactive Studios,0.64,0.28,0.0,0.1,1.02,61.0,11.0,6,5.0,Disney Interactive Studios,E10+,United States of America
1798,1798,1798,1798,1798,1798,Dance on Broadway,Wii,2010.0,Other,Ubisoft,0.25,0.65,0.0,0.12,1.02,48.0,6.0,3.3,4.0,Ubisoft,E10+,France
1799,1799,1799,1799,1799,1799,LEGO Indiana Jones 2: The Adventure Continues,X360,2009.0,Action,Activision,0.62,0.31,0.0,0.09,1.02,71.0,41.0,7.4,25.0,Traveller's Tales,E10+,United Kingdom
1800,1800,1800,1800,1800,1800,Petz: Catz 2,DS,2007.0,Simulation,Ubisoft,0.51,0.4,0.0,0.11,1.02,,,9,4.0,Ubisoft,E,France
1801,1801,1801,1801,1801,1801,Bulletstorm,X360,2011.0,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,84.0,83.0,7.6,439.0,People Can Fly,M,Poland
1802,1802,1802,1802,1802,1802,Skylanders SWAP Force,PS3,2013.0,Platform,Activision,0.43,0.42,0.0,0.17,1.02,83.0,31.0,5.3,33.0,Vicarious Visions,E10+,United States of America
1803,1803,1803,1803,1803,1803,Madden NFL 07,XB,2006.0,Sports,Electronic Arts,0.97,0.03,0.0,0.03,1.02,83.0,27.0,8.7,6.0,Electronic Arts,E,United States of America
1804,1804,1804,1804,1804,1804,Sonic Generations,3DS,2011.0,Platform,Sega,0.44,0.47,0.01,0.09,1.02,66.0,29.0,6.9,108.0,Sega,E,United States of America
1805,1805,1805,1805,1805,1805,Rock Band 2,Wii,2008.0,Other,MTV Games,0.93,0.01,0.0,0.08,1.02,92.0,10.0,7.7,45.0,Harmonix Music Systems,T,United States of America
1806,1806,1806,1806,1806,1806,Harry Potter and the Prisoner of Azkaban,PS2,2004.0,Action,Electronic Arts,0.5,0.39,0.0,0.13,1.02,70.0,29.0,8.7,29.0,Electronic Arts,E,United States of America
1807,1807,1807,1807,1807,1807,Pokemon Conquest,DS,2012.0,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02,80.0,40.0,8.2,89.0,Nintendo,E,Japan
1808,1808,1808,1808,1808,1808,Wall-E,Wii,2008.0,Platform,THQ,0.51,0.4,0.0,0.11,1.01,51.0,18.0,3.6,8.0,THQ,E,United States of America
1809,1809,1809,1809,1809,1809,Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009.0,Adventure,Disney Interactive Studios,0.56,0.34,0.02,0.09,1.01,,,tbd,6.0,Disney Interactive Studios,E,United States of America
1810,1810,1810,1810,1810,1810,Ace Combat 6: Fires of Liberation,X360,2007.0,Simulation,Atari,0.69,0.04,0.22,0.06,1.01,80.0,54.0,7.9,101.0,Atari,T,United States of America
1811,1811,1811,1811,1811,1811,The Simpsons Game,Wii,2007.0,Action,Electronic Arts,0.45,0.46,0.0,0.11,1.01,64.0,19.0,6.1,38.0,Electronic Arts,T,United States of America
1812,1812,1812,1812,1812,1812,NBA Jam Tournament Edition,SNES,1995.0,Sports,Acclaim Entertainment,0.87,0.12,0.0,0.02,1.01,,,7.6,26.0,Acclaim Entertainment,,United States of America
1813,1813,1813,1813,1813,1813,Need for Speed: Most Wanted,PSV,2012.0,Racing,Electronic Arts,0.33,0.45,0.01,0.22,1.01,,,3.2,3.0,Electronic Arts,,United States of America
1814,1814,1814,1814,1814,1814,Ninja Gaiden II,X360,2008.0,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,81.0,74.0,8,302.0,Team Ninja,M,Japan
1815,1815,1815,1815,1815,1815,Assassin's Creed: Rogue,X360,2014.0,Action,Ubisoft,0.58,0.34,0.0,0.09,1.01,72.0,32.0,7.3,318.0,Ubisoft,M,France
1816,1816,1816,1816,1816,1816,Rayman Legends,PS4,2014.0,Platform,Ubisoft,0.22,0.64,0.0,0.16,1.01,90.0,16.0,8.5,525.0,Ubisoft,E10+,France
1817,1817,1817,1817,1817,1817,Oshare Majo Love and Berry: DS Collection,DS,2006.0,Other,Sega,0.0,0.0,1.01,0.0,1.01,,,,,Sega,,United States of America
1818,1818,1818,1818,1818,1818,Prince of Persia,X360,2008.0,Action,Ubisoft,0.54,0.34,0.02,0.1,1.01,81.0,73.0,7,189.0,Ubisoft,T,France
1819,1819,1819,1819,1819,1819,Monster Rancher,PS,1997.0,Simulation,Tecmo Koei,0.12,0.08,0.74,0.07,1.01,86.0,5.0,8.3,10.0,Tecmo,,Japan
1820,1820,1820,1820,1820,1820,ZombiU,WiiU,2012.0,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01,77.0,70.0,7.7,758.0,Ubisoft,M,France
1821,1821,1821,1821,1821,1821,Breath of Fire III,PS,1997.0,Role-Playing,Capcom,0.29,0.19,0.46,0.07,1.0,,,8.0,56.0,Capcom,,Japan
1822,1822,1822,1822,1822,1822,NERF N-Strike Elite,Wii,2009.0,Shooter,Electronic Arts,0.93,0.0,0.0,0.07,1.0,67.0,12.0,4.5,6.0,Electronic Arts,E10+,United States of America
1823,1823,1823,1823,1823,1823,God of War: Ghost of Sparta,PSP,2010.0,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1.0,86.0,73.0,8.4,255.0,Ready at Dawn,M,United States of America
1824,1824,1824,1824,1824,1824,1942,NES,1985.0,Shooter,Capcom,0.65,0.14,0.21,0.0,1.0,,,5.2,47.0,Capcom,,Japan
1825,1825,1825,1825,1825,1825,Game & Watch Gallery,GB,1997.0,Other,Nintendo,0.63,0.25,0.09,0.03,1.0,,,6.0,23.0,Nintendo,,Japan
1826,1826,1826,1826,1826,1826,Excitebike 64,N64,2000.0,Racing,Nintendo,0.65,0.15,0.19,0.01,1.0,,,5.8,20.0,Nintendo,,Japan
1827,1827,1827,1827,1827,1827,NES Open Tournament Golf,NES,1991.0,Sports,Nintendo,0.41,0.1,0.47,0.02,1.0,,,5.0,30.0,Nintendo,,Japan
1828,1828,1828,1828,1828,1828,SoulCalibur II,XB,2003.0,Fighting,Namco Bandai Games,0.78,0.18,0.03,0.0,1.0,92.0,39.0,8.9,54.0,Namco,T,Japan
1829,1829,1829,1829,1829,1829,Road & Track Presents: The Need for Speed,PS,1995.0,Racing,Electronic Arts,0.56,0.38,0.0,0.07,1.0,,,5.6,2.0,Electronic Arts,,United States of America
1830,1830,1830,1830,1830,1830,NFL GameDay 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.56,0.38,0.0,0.07,1.0,73.0,10.0,tbd,1.0,Sony Computer Entertainment,E,United States of America
1831,1831,1831,1831,1831,1831,NBA Live 97,PS,1996.0,Sports,Electronic Arts,0.55,0.38,0.0,0.07,1.0,,,6.0,1.0,Electronic Arts,,United States of America
1832,1832,1832,1832,1832,1832,Dynasty Warriors 3: Xtreme Legends,PS2,2002.0,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1.0,72.0,16.0,9.3,54.0,Omega Force,T,Japan
1833,1833,1833,1833,1833,1833,Rayman Origins,PS3,2011.0,Platform,Ubisoft,0.33,0.49,0.01,0.17,1.0,87.0,43.0,8.4,238.0,Ubisoft,E10+,France
1834,1834,1834,1834,1834,1834,Jampack Winter 2000,PS,2000.0,Other,Sony Computer Entertainment,0.55,0.38,0.0,0.07,1.0,,,,,Sony Computer Entertainment,,United States of America
1835,1835,1835,1835,1835,1835,NFL Fever 2002,XB,2000.0,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.04,0.99,79.0,24.0,8.5,10.0,Microsoft Games Studio,E,United States of America
1836,1836,1836,1836,1836,1836,Just Dance 2014,X360,2013.0,Other,Ubisoft,0.72,0.17,0.0,0.1,0.99,79.0,16.0,7.8,33.0,Ubisoft,E10+,France
1837,1837,1837,1837,1837,1837,NCAA Football 12,X360,2011.0,Sports,Electronic Arts,0.94,0.0,0.0,0.06,0.99,82.0,25.0,6.6,49.0,EA Sports,E,United States of America
1838,1838,1838,1838,1838,1838,UFC Undisputed 3,X360,2012.0,Action,THQ,0.72,0.2,0.0,0.08,0.99,85.0,60.0,7.6,88.0,Yuke's,T,Japan
1839,1839,1839,1839,1839,1839,Kirby: Mass Attack,DS,2011.0,Platform,Nintendo,0.48,0.06,0.41,0.05,0.99,83.0,46.0,8.6,55.0,HAL Laboratory,E,Japan
1840,1840,1840,1840,1840,1840,Haze,PS3,2008.0,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99,55.0,65.0,6.5,294.0,Ubisoft,M,France
1841,1841,1841,1841,1841,1841,Oddworld: Abe's Exoddus,PS,1998.0,Platform,GT Interactive,0.55,0.38,0.0,0.06,0.99,88.0,13.0,9.1,69.0,Oddworld Inhabitants,T,United States of America
1842,1842,1842,1842,1842,1842,The Bouncer,PS2,2000.0,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,66.0,20.0,8,35.0,Sony Computer Entertainment,T,United States of America
1843,1843,1843,1843,1843,1843,DiRT 2,PS3,2009.0,Racing,Codemasters,0.27,0.52,0.0,0.19,0.99,87.0,63.0,8.2,94.0,Codemasters,T,United Kingdom
1844,1844,1844,1844,1844,1844,Guitar Hero: Aerosmith,PS3,2008.0,Other,Activision,0.73,0.15,0.0,0.11,0.99,70.0,39.0,5,26.0,Activision,T,United States of America
1845,1845,1845,1845,1845,1845,Shadow The Hedgehog,GC,2005.0,Platform,Sega,0.76,0.2,0.0,0.03,0.99,51.0,22.0,6.6,120.0,Sega,E10+,United States of America
1846,1846,1846,1846,1846,1846,EyePet,PS3,2009.0,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.08,0.99,70.0,35.0,8.2,20.0,SIE London Studio,E,United Kingdom
1847,1847,1847,1847,1847,1847,Apollo Justice: Ace Attorney,DS,2007.0,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,78.0,48.0,8.1,84.0,Capcom,T,Japan
1848,1848,1848,1848,1848,1848,Dark Souls,X360,2011.0,Role-Playing,Namco Bandai Games,0.64,0.27,0.0,0.09,0.99,89.0,66.0,8.4,1106.0,FromSoftware,M,Japan
1849,1849,1849,1849,1849,1849,Cars: Race-O-Rama,Wii,2009.0,Racing,THQ,0.61,0.29,0.0,0.09,0.99,58.0,7.0,tbd,,THQ,E,United States of America
1850,1850,1850,1850,1850,1850,Puzzler Collection,DS,2008.0,Puzzle,Ubisoft,0.16,0.78,0.0,0.04,0.99,71.0,5.0,tbd,0.0,Ubisoft,E,France
1851,1851,1851,1851,1851,1851,Midnight Club: LA Remix,PSP,2008.0,Racing,Take-Two Interactive,0.52,0.27,0.0,0.19,0.98,79.0,26.0,8.7,43.0,Rockstar Games,T,United States of America
1852,1852,1852,1852,1852,1852,Pro Evolution Soccer 2008,PSP,2008.0,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98,80.0,17.0,6.8,11.0,Konami,E,Japan
1853,1853,1853,1853,1853,1853,Littlest Pet Shop: Winter,DS,2008.0,Simulation,Electronic Arts,0.58,0.31,0.0,0.1,0.98,,,tbd,4.0,Electronic Arts,E,United States of America
1854,1854,1854,1854,1854,1854,Final Fantasy Type-0,PS4,2015.0,Role-Playing,Square Enix,0.37,0.32,0.15,0.14,0.98,,,6.6,20.0,Square Enix,,Japan
1855,1855,1855,1855,1855,1855,FIFA Soccer 10,Wii,2009.0,Sports,Electronic Arts,0.23,0.64,0.0,0.11,0.98,75.0,21.0,6.2,17.0,EA Sports,E,United States of America
1856,1856,1856,1856,1856,1856,Tales of Graces f,PS3,2010.0,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,77.0,55.0,8.2,336.0,Namco Bandai,T,Japan
1857,1857,1857,1857,1857,1857,Fallout 3,PC,2008.0,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.98,91.0,48.0,7.9,3450.0,Bethesda Game Studios,M,United States of America
